schedule_date,schedule_date,schedule_season,schedule_week,team_home,team_away,stadium_surface,stadium_type,stadium_capacity,spread_favorite
2010-10-24,2010-10-24,2010,7,GB,MIN,Grass,outdoor,"80,735",-2.5
2010-10-24,2010-10-24,2010,7,KC,JAX,Grass,outdoor,"76,416",-9.0
2010-10-24,2010-10-24,2010,7,MIA,PIT,Grass,outdoor,65000,3.0
2010-10-24,2010-10-24,2010,7,NO,CLE,FieldTurf,indoor,"76,468",-12.5
2010-10-24,2010-10-24,2010,7,LAC,NE,Grass,outdoor,"71,500",-1.5
2010-10-24,2010-10-24,2010,7,SEA,ARI,FieldTurf,outdoor,"67,000",-6.5
2010-10-24,2010-10-24,2010,7,TB,LAR,Grass,outdoor,"65,890",-3.0
2010-10-24,2010-10-24,2010,7,TEN,PHI,Grass,outdoor,"69,143",-3.0
2010-10-25,2010-10-25,2010,7,DAL,NYG,FieldTurf,indoor,"80,000",-3.5
2010-10-31,2010-10-31,2010,8,ARI,TB,Grass,indoor,"63,400",-3.0
2010-10-31,2010-10-31,2010,8,CIN,MIA,FieldTurf,outdoor,"65,515",-1.0
2010-10-31,2010-10-31,2010,8,DAL,JAX,FieldTurf,indoor,"80,000",-6.5
2010-10-31,2010-10-31,2010,8,DET,WAS,FieldTurf,indoor,"65,000",-3.0
2010-10-31,2010-10-31,2010,8,KC,BUF,Grass,outdoor,"76,416",-7.0
2010-10-31,2010-10-31,2010,8,NE,MIN,FieldTurf,outdoor,"68,756",-5.5
2010-10-31,2010-10-31,2010,8,NO,PIT,FieldTurf,indoor,"76,468",-1.0
2010-10-31,2010-10-31,2010,8,NYJ,GB,FieldTurf,outdoor,"82,500",-6.0
2010-10-31,2010-10-31,2010,8,LVR,SEA,Grass,outdoor,"53,250",-2.0
2010-10-31,2010-10-31,2010,8,LAC,TEN,Grass,outdoor,"71,500",-6.0
2010-10-31,2010-10-31,2010,8,LAR,CAR,FieldTurf,indoor,67000,-2.5
2010-11-01,2010-11-01,2010,8,IND,HOU,FieldTurf,indoor,"63,000",-5.5
2010-11-07,2010-11-07,2010,9,ATL,TB,FieldTurf,indoor,"71,250",-9.0
2010-11-07,2010-11-07,2010,9,BAL,MIA,FieldTurf,outdoor,"71,008",-5.0
2010-11-07,2010-11-07,2010,9,CAR,NO,Grass,outdoor,"73,778",6.5
2010-11-07,2010-11-07,2010,9,CLE,NE,Grass,outdoor,"68,000",4.0
2010-11-07,2010-11-07,2010,9,DET,NYJ,FieldTurf,indoor,"65,000",5.5
2010-11-07,2010-11-07,2010,9,GB,DAL,Grass,outdoor,"80,735",-7.0
2010-11-07,2010-11-07,2010,9,HOU,LAC,Grass,indoor,"71,500",3.0
2010-11-07,2010-11-07,2010,9,MIN,ARI,FieldTurf,indoor,64000,-7.5
2010-11-07,2010-11-07,2010,9,LVR,KC,Grass,outdoor,"53,250",0.0
2010-11-07,2010-11-07,2010,9,PHI,IND,Grass,outdoor,"69,176",-3.0
2010-11-07,2010-11-07,2010,9,SEA,NYG,FieldTurf,outdoor,"67,000",7.5
2010-11-08,2010-11-08,2010,9,CIN,PIT,FieldTurf,outdoor,"65,515",5.5
2010-11-11,2010-11-11,2010,10,ATL,BAL,FieldTurf,indoor,"71,250",-1.0
2010-11-14,2010-11-14,2010,10,ARI,SEA,Grass,indoor,"63,400",-4.0
2010-11-14,2010-11-14,2010,10,BUF,DET,FieldTurf,outdoor,"73,967",-1.5
2010-11-14,2010-11-14,2010,10,CHI,MIN,Grass,outdoor,"61,500",1.0
2010-11-14,2010-11-14,2010,10,CLE,NYJ,Grass,outdoor,"68,000",3.5
2010-11-14,2010-11-14,2010,10,DEN,KC,Grass,outdoor,"76,125",1.0
2010-11-14,2010-11-14,2010,10,IND,CIN,FieldTurf,indoor,"63,000",-7.0
2010-11-14,2010-11-14,2010,10,JAX,HOU,Grass,outdoor,"67,264",0.0
2010-11-14,2010-11-14,2010,10,MIA,TEN,Grass,outdoor,65000,-1.0
2010-11-14,2010-11-14,2010,10,NYG,DAL,FieldTurf,outdoor,"82,500",-12.5
2010-11-14,2010-11-14,2010,10,PIT,NE,Grass,outdoor,"65,500",-4.5
2010-11-14,2010-11-14,2010,10,SF,LAR,Grass,outdoor,70000,-4.5
2010-11-14,2010-11-14,2010,10,TB,CAR,Grass,outdoor,"65,890",-7.0
2010-11-15,2010-11-15,2010,10,WAS,PHI,Grass,outdoor,"79,000",3.5
2010-11-18,2010-11-18,2010,11,MIA,CHI,Grass,outdoor,65000,-2.0
2010-11-21,2010-11-21,2010,11,CAR,BAL,Grass,outdoor,"73,778",13.5
2010-11-21,2010-11-21,2010,11,CIN,BUF,FieldTurf,outdoor,"65,515",-4.0
2010-11-21,2010-11-21,2010,11,DAL,DET,FieldTurf,indoor,"80,000",-7.0
2010-11-21,2010-11-21,2010,11,JAX,CLE,Grass,outdoor,"67,264",-2.5
2010-11-21,2010-11-21,2010,11,KC,ARI,Grass,outdoor,"76,416",-7.0
2010-11-21,2010-11-21,2010,11,MIN,GB,FieldTurf,indoor,64000,3.0
2010-11-21,2010-11-21,2010,11,NE,IND,FieldTurf,outdoor,"68,756",-4.5
2010-11-21,2010-11-21,2010,11,NO,SEA,FieldTurf,indoor,"76,468",-11.0
2010-11-21,2010-11-21,2010,11,NYJ,HOU,FieldTurf,outdoor,"82,500",-6.5
2010-11-21,2010-11-21,2010,11,PHI,NYG,Grass,outdoor,"69,176",-3.5
2010-11-21,2010-11-21,2010,11,PIT,LVR,Grass,outdoor,"65,500",-7.0
2010-11-21,2010-11-21,2010,11,SF,TB,Grass,outdoor,70000,-3.5
2010-11-21,2010-11-21,2010,11,LAR,ATL,FieldTurf,indoor,67000,3.5
2010-11-21,2010-11-21,2010,11,TEN,WAS,Grass,outdoor,"69,143",-7.0
2010-11-22,2010-11-22,2010,11,LAC,DEN,Grass,outdoor,"71,500",-9.0
2010-11-25,2010-11-25,2010,12,DAL,NO,FieldTurf,indoor,"80,000",4.5
2010-11-25,2010-11-25,2010,12,DET,NE,FieldTurf,indoor,"65,000",7.5
2010-11-25,2010-11-25,2010,12,NYJ,CIN,FieldTurf,outdoor,"82,500",-9.5
2010-11-28,2010-11-28,2010,12,ATL,GB,FieldTurf,indoor,"71,250",-2.0
2010-11-28,2010-11-28,2010,12,BAL,TB,FieldTurf,outdoor,"71,008",-7.5
2010-11-28,2010-11-28,2010,12,BUF,PIT,FieldTurf,outdoor,"73,967",7.0
2010-11-28,2010-11-28,2010,12,CHI,PHI,Grass,outdoor,"61,500",3.5
2010-11-28,2010-11-28,2010,12,CLE,CAR,Grass,outdoor,"68,000",-7.5
2010-11-28,2010-11-28,2010,12,DEN,LAR,Grass,outdoor,"76,125",-3.0
2010-11-28,2010-11-28,2010,12,HOU,TEN,Grass,indoor,"71,500",-5.0
2010-11-28,2010-11-28,2010,12,IND,LAC,FieldTurf,indoor,"63,000",-2.0
2010-11-28,2010-11-28,2010,12,NYG,JAX,FieldTurf,outdoor,"82,500",-7.5
2010-11-28,2010-11-28,2010,12,LVR,MIA,Grass,outdoor,"53,250",-3.0
2010-11-28,2010-11-28,2010,12,SEA,KC,FieldTurf,outdoor,"67,000",2.0
2010-11-28,2010-11-28,2010,12,WAS,MIN,Grass,outdoor,"79,000",2.5
2010-11-29,2010-11-29,2010,12,ARI,SF,Grass,indoor,"63,400",2.0
2010-12-02,2010-12-02,2010,13,PHI,HOU,Grass,outdoor,"69,176",-8.0
2010-12-05,2010-12-05,2010,13,ARI,LAR,Grass,indoor,"63,400",3.5
2010-12-05,2010-12-05,2010,13,BAL,PIT,FieldTurf,outdoor,"71,008",-3.0
2010-12-05,2010-12-05,2010,13,CIN,NO,FieldTurf,outdoor,"65,515",7.0
2010-12-05,2010-12-05,2010,13,DET,CHI,FieldTurf,indoor,"65,000",5.5
2010-12-05,2010-12-05,2010,13,GB,SF,Grass,outdoor,"80,735",-9.0
2010-12-05,2010-12-05,2010,13,IND,DAL,FieldTurf,indoor,"63,000",-5.5
2010-12-05,2010-12-05,2010,13,KC,DEN,Grass,outdoor,"76,416",-8.0
2010-12-05,2010-12-05,2010,13,MIA,CLE,Grass,outdoor,65000,-6.0
2010-12-05,2010-12-05,2010,13,MIN,BUF,FieldTurf,indoor,64000,-5.0
2010-12-05,2010-12-05,2010,13,NYG,WAS,FieldTurf,outdoor,"82,500",-7.5
2010-12-05,2010-12-05,2010,13,LAC,LVR,Grass,outdoor,"71,500",-13.0
2010-12-05,2010-12-05,2010,13,SEA,CAR,FieldTurf,outdoor,"67,000",-5.0
2010-12-05,2010-12-05,2010,13,TB,ATL,Grass,outdoor,"65,890",3.0
2010-12-05,2010-12-05,2010,13,TEN,JAX,Grass,outdoor,"69,143",-3.0
2010-12-06,2010-12-06,2010,13,NE,NYJ,FieldTurf,outdoor,"68,756",-4.0
2010-12-09,2010-12-09,2010,14,TEN,IND,Grass,outdoor,"69,143",4.0
2010-12-12,2010-12-12,2010,14,ARI,DEN,Grass,indoor,"63,400",4.0
2010-12-12,2010-12-12,2010,14,BUF,CLE,FieldTurf,outdoor,"73,967",0.0
2010-12-12,2010-12-12,2010,14,CAR,ATL,Grass,outdoor,"73,778",7.5
2010-12-12,2010-12-12,2010,14,CHI,NE,Grass,outdoor,"61,500",3.0
2010-12-12,2010-12-12,2010,14,DAL,PHI,FieldTurf,indoor,"80,000",4.0
2010-12-12,2010-12-12,2010,14,DET,GB,FieldTurf,indoor,"65,000",7.0
2010-12-12,2010-12-12,2010,14,JAX,LVR,Grass,outdoor,"67,264",-3.5
2010-12-12,2010-12-12,2010,14,NO,LAR,FieldTurf,indoor,"76,468",-9.0
2010-12-12,2010-12-12,2010,14,NYJ,MIA,FieldTurf,outdoor,"82,500",-5.5
2010-12-12,2010-12-12,2010,14,PIT,CIN,Grass,outdoor,"65,500",-8.0
2010-12-12,2010-12-12,2010,14,LAC,KC,Grass,outdoor,"71,500",-10.0
2010-12-12,2010-12-12,2010,14,SF,SEA,Grass,outdoor,70000,-5.0
2010-12-12,2010-12-12,2010,14,WAS,TB,Grass,outdoor,"79,000",1.5
2010-12-13,2010-12-13,2010,14,HOU,BAL,Grass,indoor,"71,500",3.0
2010-12-16,2010-12-16,2010,15,LAC,SF,Grass,outdoor,"71,500",-10.5
2010-12-19,2010-12-19,2010,15,BAL,NO,FieldTurf,outdoor,"71,008",-2.5
2010-12-19,2010-12-19,2010,15,CAR,ARI,Grass,outdoor,"73,778",-2.5
2010-12-19,2010-12-19,2010,15,CIN,CLE,FieldTurf,outdoor,"65,515",0.0
2010-12-19,2010-12-19,2010,15,DAL,WAS,FieldTurf,indoor,"80,000",-9.5
2010-12-19,2010-12-19,2010,15,IND,JAX,FieldTurf,indoor,"63,000",-4.5
2010-12-19,2010-12-19,2010,15,MIA,BUF,Grass,outdoor,65000,-5.5
2010-12-19,2010-12-19,2010,15,NE,GB,FieldTurf,outdoor,"68,756",-14.5
2010-12-19,2010-12-19,2010,15,NYG,PHI,FieldTurf,outdoor,"82,500",-3.0
2010-12-19,2010-12-19,2010,15,LVR,DEN,Grass,outdoor,"53,250",-8.0
2010-12-19,2010-12-19,2010,15,PIT,NYJ,Grass,outdoor,"65,500",-4.0
2010-12-19,2010-12-19,2010,15,SEA,ATL,FieldTurf,outdoor,"67,000",6.0
2010-12-19,2010-12-19,2010,15,LAR,KC,FieldTurf,indoor,67000,-3.0
2010-12-19,2010-12-19,2010,15,TB,DET,Grass,outdoor,"65,890",-4.0
2010-12-19,2010-12-19,2010,15,TEN,HOU,Grass,outdoor,"69,143",-1.0
2010-12-20,2010-12-20,2010,15,MIN,CHI,FieldTurf,outdoor,50000,7.0
2010-12-23,2010-12-23,2010,16,PIT,CAR,Grass,outdoor,"65,500",-14.5
2010-12-25,2010-12-25,2010,16,ARI,DAL,Grass,indoor,"63,400",7.5
2010-12-26,2010-12-26,2010,16,BUF,NE,FieldTurf,outdoor,"73,967",9.0
2010-12-26,2010-12-26,2010,16,CHI,NYJ,Grass,outdoor,"61,500",-3.0
2010-12-26,2010-12-26,2010,16,CIN,LAC,FieldTurf,outdoor,"65,515",8.0
2010-12-26,2010-12-26,2010,16,CLE,BAL,Grass,outdoor,"68,000",4.0
2010-12-26,2010-12-26,2010,16,DEN,HOU,Grass,outdoor,"76,125",2.5
2010-12-26,2010-12-26,2010,16,GB,NYG,Grass,outdoor,"80,735",-3.0
2010-12-26,2010-12-26,2010,16,JAX,WAS,Grass,outdoor,"67,264",-6.5
2010-12-26,2010-12-26,2010,16,KC,TEN,Grass,outdoor,"76,416",-4.0
2010-12-26,2010-12-26,2010,16,MIA,DET,Grass,outdoor,65000,-3.5
2010-12-26,2010-12-26,2010,16,LVR,IND,Grass,outdoor,"53,250",2.5
2010-12-26,2010-12-26,2010,16,LAR,SF,FieldTurf,indoor,67000,-2.5
2010-12-26,2010-12-26,2010,16,TB,SEA,Grass,outdoor,"65,890",-6.0
2010-12-27,2010-12-27,2010,16,ATL,NO,FieldTurf,indoor,"71,250",-2.5
2010-12-28,2010-12-28,2010,16,PHI,MIN,Grass,outdoor,"69,176",-14.5
2011-01-02,2011-01-02,2010,17,ATL,CAR,FieldTurf,indoor,"71,250",-14.5
2011-01-02,2011-01-02,2010,17,BAL,CIN,FieldTurf,outdoor,"71,008",-9.5
2011-01-02,2011-01-02,2010,17,CLE,PIT,Grass,outdoor,"68,000",6.5
2011-01-02,2011-01-02,2010,17,DEN,LAC,Grass,outdoor,"76,125",3.5
2011-01-02,2011-01-02,2010,17,DET,MIN,FieldTurf,indoor,"65,000",-3.5
2011-01-02,2011-01-02,2010,17,GB,CHI,Grass,outdoor,"80,735",-10.5
2011-01-02,2011-01-02,2010,17,HOU,JAX,Grass,indoor,"71,500",-4.0
2011-01-02,2011-01-02,2010,17,IND,TEN,FieldTurf,indoor,"63,000",-9.5
2011-01-02,2011-01-02,2010,17,KC,LVR,Grass,outdoor,"76,416",-4.5
2011-01-02,2011-01-02,2010,17,NE,MIA,FieldTurf,outdoor,"68,756",-6.0
2011-01-02,2011-01-02,2010,17,NO,TB,FieldTurf,indoor,"76,468",-7.0
2011-01-02,2011-01-02,2010,17,NYJ,BUF,FieldTurf,outdoor,"82,500",-1.5
2011-01-02,2011-01-02,2010,17,PHI,DAL,Grass,outdoor,"69,176",0.0
2011-01-02,2011-01-02,2010,17,SF,ARI,Grass,outdoor,70000,-6.0
2011-01-02,2011-01-02,2010,17,SEA,LAR,FieldTurf,outdoor,"67,000",3.0
2011-01-02,2011-01-02,2010,17,WAS,NYG,Grass,outdoor,"79,000",4.0
2011-09-08,2011-09-08,2011,1,GB,NO,Grass,outdoor,"80,735",-5.0
2011-09-11,2011-09-11,2011,1,ARI,CAR,Grass,indoor,"63,400",-7.0
2011-09-11,2011-09-11,2011,1,BAL,PIT,FieldTurf,outdoor,"71,008",-1.5
2011-09-11,2011-09-11,2011,1,CHI,ATL,Grass,outdoor,"61,500",1.5
2011-09-11,2011-09-11,2011,1,CLE,CIN,Grass,outdoor,"68,000",-7.0
2011-09-11,2011-09-11,2011,1,HOU,IND,Grass,indoor,"71,500",-9.0
2011-09-11,2011-09-11,2011,1,JAX,TEN,Grass,outdoor,"67,264",1.5
2011-09-11,2011-09-11,2011,1,KC,BUF,Grass,outdoor,"76,416",-3.5
2011-09-11,2011-09-11,2011,1,NYJ,DAL,FieldTurf,outdoor,"82,500",-6.0
2011-09-11,2011-09-11,2011,1,LAC,MIN,Grass,outdoor,"71,500",-8.5
2011-09-11,2011-09-11,2011,1,SF,SEA,Grass,outdoor,70000,-6.0
2011-09-11,2011-09-11,2011,1,LAR,PHI,FieldTurf,indoor,67000,4.0
2011-09-11,2011-09-11,2011,1,TB,DET,Grass,outdoor,"65,890",-1.5
2011-09-11,2011-09-11,2011,1,WAS,NYG,Grass,outdoor,"79,000",2.0
2011-09-12,2011-09-12,2011,1,DEN,LVR,Grass,outdoor,"76,125",-3.0
2011-09-12,2011-09-12,2011,1,MIA,NE,Grass,outdoor,65000,7.5
2011-09-18,2011-09-18,2011,2,ATL,PHI,FieldTurf,indoor,"71,250",2.5
2011-09-18,2011-09-18,2011,2,BUF,LVR,FieldTurf,outdoor,"73,967",-4.0
2011-09-18,2011-09-18,2011,2,CAR,GB,Grass,outdoor,"73,778",11.0
2011-09-18,2011-09-18,2011,2,DEN,CIN,Grass,outdoor,"76,125",-3.0
2011-09-18,2011-09-18,2011,2,DET,KC,FieldTurf,indoor,"65,000",-9.0
2011-09-18,2011-09-18,2011,2,IND,CLE,FieldTurf,indoor,"63,000",1.5
2011-09-18,2011-09-18,2011,2,MIA,HOU,Grass,outdoor,65000,3.0
2011-09-18,2011-09-18,2011,2,MIN,TB,FieldTurf,indoor,64000,-1.0
2011-09-18,2011-09-18,2011,2,NE,LAC,FieldTurf,outdoor,"68,756",-7.0
2011-09-18,2011-09-18,2011,2,NO,CHI,FieldTurf,indoor,"76,468",-5.0
2011-09-18,2011-09-18,2011,2,NYJ,JAX,FieldTurf,outdoor,"82,500",-9.0
2011-09-18,2011-09-18,2011,2,PIT,SEA,Grass,outdoor,"65,500",-14.0
2011-09-18,2011-09-18,2011,2,SF,DAL,Grass,outdoor,70000,3.0
2011-09-18,2011-09-18,2011,2,TEN,BAL,Grass,outdoor,"69,143",6.0
2011-09-18,2011-09-18,2011,2,WAS,ARI,Grass,outdoor,"79,000",-4.5
2011-09-19,2011-09-19,2011,2,NYG,LAR,FieldTurf,outdoor,"82,500",-7.0
2011-09-25,2011-09-25,2011,3,BUF,NE,FieldTurf,outdoor,"73,967",7.5
2011-09-25,2011-09-25,2011,3,CAR,JAX,Grass,outdoor,"73,778",-3.5
2011-09-25,2011-09-25,2011,3,CHI,GB,Grass,outdoor,"61,500",5.0
2011-09-25,2011-09-25,2011,3,CIN,SF,FieldTurf,outdoor,"65,515",-1.0
2011-09-25,2011-09-25,2011,3,CLE,MIA,Grass,outdoor,"68,000",2.0
2011-09-25,2011-09-25,2011,3,IND,PIT,FieldTurf,indoor,"63,000",11.0
2011-09-25,2011-09-25,2011,3,MIN,DET,FieldTurf,indoor,64000,3.0
2011-09-25,2011-09-25,2011,3,NO,HOU,FieldTurf,indoor,"76,468",-4.0
2011-09-25,2011-09-25,2011,3,LVR,NYJ,Grass,outdoor,"53,250",3.0
2011-09-25,2011-09-25,2011,3,PHI,NYG,Grass,outdoor,"69,176",-8.0
2011-09-25,2011-09-25,2011,3,LAC,KC,Grass,outdoor,"71,500",-14.5
2011-09-25,2011-09-25,2011,3,SEA,ARI,FieldTurf,outdoor,"67,000",3.0
2011-09-25,2011-09-25,2011,3,LAR,BAL,FieldTurf,indoor,67000,6.0
2011-09-25,2011-09-25,2011,3,TB,ATL,Grass,outdoor,"65,890",-1.0
2011-09-25,2011-09-25,2011,3,TEN,DEN,Grass,outdoor,"69,143",-7.0
2011-09-26,2011-09-26,2011,3,DAL,WAS,FieldTurf,indoor,"80,000",-3.5
2011-10-02,2011-10-02,2011,4,ARI,NYG,Grass,indoor,"63,400",1.5
2011-10-02,2011-10-02,2011,4,BAL,NYJ,FieldTurf,outdoor,"71,008",-5.0
2011-10-02,2011-10-02,2011,4,CHI,CAR,Grass,outdoor,"61,500",-7.0
2011-10-02,2011-10-02,2011,4,CIN,BUF,FieldTurf,outdoor,"65,515",3.0
2011-10-02,2011-10-02,2011,4,CLE,TEN,Grass,outdoor,"68,000",-1.5
2011-10-02,2011-10-02,2011,4,DAL,DET,FieldTurf,indoor,"80,000",-2.5
2011-10-02,2011-10-02,2011,4,GB,DEN,Grass,outdoor,"80,735",-12.0
2011-10-02,2011-10-02,2011,4,HOU,PIT,Grass,indoor,"71,500",-4.0
2011-10-02,2011-10-02,2011,4,JAX,NO,Grass,outdoor,"67,264",9.0
2011-10-02,2011-10-02,2011,4,KC,MIN,Grass,outdoor,"76,416",3.0
2011-10-02,2011-10-02,2011,4,LVR,NE,Grass,outdoor,"53,250",6.5
2011-10-02,2011-10-02,2011,4,PHI,SF,Grass,outdoor,"69,176",-10.0
2011-10-02,2011-10-02,2011,4,LAC,MIA,Grass,outdoor,"71,500",-7.0
2011-10-02,2011-10-02,2011,4,SEA,ATL,FieldTurf,outdoor,"67,000",6.0
2011-10-02,2011-10-02,2011,4,LAR,WAS,FieldTurf,indoor,67000,3.0
2011-10-03,2011-10-03,2011,4,TB,IND,Grass,outdoor,"65,890",-10.0
2011-10-09,2011-10-09,2011,5,ATL,GB,FieldTurf,indoor,"71,250",6.5
2011-10-09,2011-10-09,2011,5,BUF,PHI,FieldTurf,outdoor,"73,967",3.0
2011-10-09,2011-10-09,2011,5,CAR,NO,Grass,outdoor,"73,778",6.5
2011-10-09,2011-10-09,2011,5,DEN,LAC,Grass,outdoor,"76,125",3.5
2011-10-09,2011-10-09,2011,5,HOU,LVR,Grass,indoor,"71,500",-4.5
2011-10-09,2011-10-09,2011,5,IND,KC,FieldTurf,indoor,"63,000",-1.5
2011-10-09,2011-10-09,2011,5,JAX,CIN,Grass,outdoor,"67,264",2.5
2011-10-09,2011-10-09,2011,5,MIN,ARI,FieldTurf,indoor,64000,-3.5
2011-10-09,2011-10-09,2011,5,NE,NYJ,FieldTurf,outdoor,"68,756",-7.5
2011-10-09,2011-10-09,2011,5,NYG,SEA,FieldTurf,outdoor,"82,500",-10.0
2011-10-09,2011-10-09,2011,5,PIT,TEN,Grass,outdoor,"65,500",-3.0
2011-10-09,2011-10-09,2011,5,SF,TB,Grass,outdoor,70000,-3.0
2011-10-10,2011-10-10,2011,5,DET,CHI,FieldTurf,indoor,"65,000",-7.0
2011-10-16,2011-10-16,2011,6,ATL,CAR,FieldTurf,indoor,"71,250",-3.5
2011-10-16,2011-10-16,2011,6,BAL,HOU,FieldTurf,outdoor,"71,008",-7.0
2011-10-16,2011-10-16,2011,6,CHI,MIN,Grass,outdoor,"61,500",-2.5
2011-10-16,2011-10-16,2011,6,CIN,IND,FieldTurf,outdoor,"65,515",-4.5
2011-10-16,2011-10-16,2011,6,DET,SF,FieldTurf,indoor,"65,000",-5.0
2011-10-16,2011-10-16,2011,6,GB,LAR,Grass,outdoor,"80,735",-14.0
2011-10-16,2011-10-16,2011,6,NE,DAL,FieldTurf,outdoor,"68,756",-7.0
2011-10-16,2011-10-16,2011,6,NYG,BUF,FieldTurf,outdoor,"82,500",-3.0
2011-10-16,2011-10-16,2011,6,LVR,CLE,Grass,outdoor,"53,250",-6.5
2011-10-16,2011-10-16,2011,6,PIT,JAX,Grass,outdoor,"65,500",-12.5
2011-10-16,2011-10-16,2011,6,TB,NO,Grass,outdoor,"65,890",6.5
2011-10-16,2011-10-16,2011,6,WAS,PHI,Grass,outdoor,"79,000",3.0
2011-10-17,2011-10-17,2011,6,NYJ,MIA,FieldTurf,outdoor,"82,500",-7.5
2011-10-23,2011-10-23,2011,7,ARI,PIT,Grass,indoor,"63,400",4.5
2011-10-23,2011-10-23,2011,7,CAR,WAS,Grass,outdoor,"73,778",-2.5
2011-10-23,2011-10-23,2011,7,CLE,SEA,Grass,outdoor,"68,000",-3.0
2011-10-23,2011-10-23,2011,7,DAL,LAR,FieldTurf,indoor,"80,000",-14.0
2011-10-23,2011-10-23,2011,7,DET,ATL,FieldTurf,indoor,"65,000",-4.5
2011-10-23,2011-10-23,2011,7,MIA,DEN,Grass,outdoor,65000,1.0
2011-10-23,2011-10-23,2011,7,MIN,GB,FieldTurf,indoor,64000,11.0
2011-10-23,2011-10-23,2011,7,NO,IND,FieldTurf,indoor,"76,468",-14.0
2011-10-23,2011-10-23,2011,7,NYJ,LAC,FieldTurf,outdoor,"82,500",1.0
2011-10-23,2011-10-23,2011,7,LVR,KC,Grass,outdoor,"53,250",-3.5
2011-10-23,2011-10-23,2011,7,TEN,HOU,Grass,outdoor,"69,143",-2.5
2011-10-24,2011-10-24,2011,7,JAX,BAL,Grass,outdoor,"67,264",10.5
2011-10-30,2011-10-30,2011,8,BAL,ARI,FieldTurf,outdoor,"71,008",-11.5
2011-10-30,2011-10-30,2011,8,CAR,MIN,Grass,outdoor,"73,778",-3.0
2011-10-30,2011-10-30,2011,8,DEN,DET,Grass,outdoor,"76,125",3.5
2011-10-30,2011-10-30,2011,8,HOU,JAX,Grass,indoor,"71,500",-10.0
2011-10-30,2011-10-30,2011,8,NYG,MIA,FieldTurf,outdoor,"82,500",-10.0
2011-10-30,2011-10-30,2011,8,PHI,DAL,Grass,outdoor,"69,176",-3.0
2011-10-30,2011-10-30,2011,8,PIT,NE,Grass,outdoor,"65,500",3.0
2011-10-30,2011-10-30,2011,8,SF,CLE,Grass,outdoor,70000,-9.5
2011-10-30,2011-10-30,2011,8,SEA,CIN,FieldTurf,outdoor,"67,000",1.5
2011-10-30,2011-10-30,2011,8,LAR,NO,FieldTurf,indoor,67000,14.0
2011-10-30,2011-10-30,2011,8,TEN,IND,Grass,outdoor,"69,143",-7.5
2011-10-31,2011-10-31,2011,8,KC,LAC,Grass,outdoor,"76,416",3.0
2011-11-06,2011-11-06,2011,9,ARI,LAR,Grass,indoor,"63,400",-3.0
2011-11-06,2011-11-06,2011,9,BUF,NYJ,FieldTurf,outdoor,"73,967",-2.5
2011-11-06,2011-11-06,2011,9,DAL,SEA,FieldTurf,indoor,"80,000",-11.0
2011-11-06,2011-11-06,2011,9,HOU,CLE,Grass,indoor,"71,500",-10.5
2011-11-06,2011-11-06,2011,9,IND,ATL,FieldTurf,indoor,"63,000",7.0
2011-11-06,2011-11-06,2011,9,KC,MIA,Grass,outdoor,"76,416",-4.0
2011-11-06,2011-11-06,2011,9,NE,NYG,FieldTurf,outdoor,"68,756",-9.0
2011-11-06,2011-11-06,2011,9,NO,TB,FieldTurf,indoor,"76,468",-9.0
2011-11-06,2011-11-06,2011,9,LVR,DEN,Grass,outdoor,"53,250",-7.5
2011-11-06,2011-11-06,2011,9,PIT,BAL,Grass,outdoor,"65,500",-3.5
2011-11-06,2011-11-06,2011,9,LAC,GB,Grass,outdoor,"71,500",6.0
2011-11-06,2011-11-06,2011,9,TEN,CIN,Grass,outdoor,"69,143",-3.0
2011-11-06,2011-11-06,2011,9,WAS,SF,Grass,outdoor,"79,000",4.5
2011-11-07,2011-11-07,2011,9,PHI,CHI,Grass,outdoor,"69,176",-8.0
2011-11-10,2011-11-10,2011,10,LAC,LVR,Grass,outdoor,"71,500",-7.0
2011-11-13,2011-11-13,2011,10,ATL,NO,FieldTurf,indoor,"71,250",-1.0
2011-11-13,2011-11-13,2011,10,CAR,TEN,Grass,outdoor,"73,778",-3.5
2011-11-13,2011-11-13,2011,10,CHI,DET,Grass,outdoor,"61,500",-3.0
2011-11-13,2011-11-13,2011,10,CIN,PIT,FieldTurf,outdoor,"65,515",4.0
2011-11-13,2011-11-13,2011,10,CLE,LAR,Grass,outdoor,"68,000",-3.0
2011-11-13,2011-11-13,2011,10,DAL,BUF,FieldTurf,indoor,"80,000",-4.5
2011-11-13,2011-11-13,2011,10,IND,JAX,FieldTurf,indoor,"63,000",3.0
2011-11-13,2011-11-13,2011,10,KC,DEN,Grass,outdoor,"76,416",-3.5
2011-11-13,2011-11-13,2011,10,MIA,WAS,Grass,outdoor,65000,-4.0
2011-11-13,2011-11-13,2011,10,NYJ,NE,FieldTurf,outdoor,"82,500",-2.5
2011-11-13,2011-11-13,2011,10,PHI,ARI,Grass,outdoor,"69,176",-13.0
2011-11-13,2011-11-13,2011,10,SF,NYG,Grass,outdoor,70000,-4.0
2011-11-13,2011-11-13,2011,10,SEA,BAL,FieldTurf,outdoor,"67,000",7.0
2011-11-13,2011-11-13,2011,10,TB,HOU,Grass,outdoor,"65,890",4.0
2011-11-14,2011-11-14,2011,10,GB,MIN,Grass,outdoor,"80,735",-13.0
2011-11-17,2011-11-17,2011,11,DEN,NYJ,Grass,outdoor,"76,125",6.5
