schedule_date,schedule_date,schedule_season,schedule_week,team_home,team_away,stadium_surface,stadium_type,stadium_capacity,spread_favorite
2009-09-27,2009-09-27,2009,3,LAR,GB,FieldTurf,indoor,67000,6.5
2009-09-27,2009-09-27,2009,3,TB,NYG,Grass,outdoor,"65,890",6.5
2009-09-28,2009-09-28,2009,3,DAL,CAR,FieldTurf,indoor,"80,000",-8.5
2009-10-04,2009-10-04,2009,4,CHI,DET,Grass,outdoor,"61,500",-9.5
2009-10-04,2009-10-04,2009,4,CLE,CIN,Grass,outdoor,"68,000",6.5
2009-10-04,2009-10-04,2009,4,DEN,DAL,Grass,outdoor,"76,125",3.0
2009-10-04,2009-10-04,2009,4,HOU,LVR,Grass,indoor,"71,500",-8.0
2009-10-04,2009-10-04,2009,4,IND,SEA,FieldTurf,indoor,"63,000",-10.5
2009-10-04,2009-10-04,2009,4,JAX,TEN,Grass,outdoor,"67,264",3.5
2009-10-04,2009-10-04,2009,4,KC,NYG,Grass,outdoor,"76,416",9.5
2009-10-04,2009-10-04,2009,4,MIA,BUF,Grass,outdoor,65000,-1.5
2009-10-04,2009-10-04,2009,4,NE,BAL,FieldTurf,outdoor,"68,756",-2.0
2009-10-04,2009-10-04,2009,4,NO,NYJ,FieldTurf,indoor,"76,468",-7.5
2009-10-04,2009-10-04,2009,4,PIT,LAC,Grass,outdoor,"65,500",-5.5
2009-10-04,2009-10-04,2009,4,SF,LAR,Grass,outdoor,70000,-9.5
2009-10-04,2009-10-04,2009,4,WAS,TB,Grass,outdoor,"79,000",-9.0
2009-10-05,2009-10-05,2009,4,MIN,GB,FieldTurf,indoor,64000,-5.0
2009-10-11,2009-10-11,2009,5,ARI,HOU,Grass,indoor,"63,400",-6.0
2009-10-11,2009-10-11,2009,5,BAL,CIN,FieldTurf,outdoor,"71,008",-9.0
2009-10-11,2009-10-11,2009,5,BUF,CLE,FieldTurf,outdoor,"73,967",-5.5
2009-10-11,2009-10-11,2009,5,CAR,WAS,Grass,outdoor,"73,778",-5.5
2009-10-11,2009-10-11,2009,5,DEN,NE,Grass,outdoor,"76,125",3.0
2009-10-11,2009-10-11,2009,5,DET,PIT,FieldTurf,indoor,"65,000",11.0
2009-10-11,2009-10-11,2009,5,KC,DAL,Grass,outdoor,"76,416",7.0
2009-10-11,2009-10-11,2009,5,NYG,LVR,Grass,outdoor,82500,-15.0
2009-10-11,2009-10-11,2009,5,PHI,TB,Grass,outdoor,"69,176",-15.5
2009-10-11,2009-10-11,2009,5,SF,ATL,Grass,outdoor,70000,-1.0
2009-10-11,2009-10-11,2009,5,SEA,JAX,FieldTurf,outdoor,"67,000",-2.0
2009-10-11,2009-10-11,2009,5,LAR,MIN,FieldTurf,indoor,67000,10.5
2009-10-11,2009-10-11,2009,5,TEN,IND,Grass,outdoor,"69,143",3.5
2009-10-12,2009-10-12,2009,5,MIA,NYJ,Grass,outdoor,65000,3.0
2009-10-18,2009-10-18,2009,6,ATL,CHI,FieldTurf,indoor,"71,250",-3.5
2009-10-18,2009-10-18,2009,6,CIN,HOU,FieldTurf,outdoor,"65,515",-3.5
2009-10-18,2009-10-18,2009,6,GB,DET,Grass,outdoor,"80,735",-14.0
2009-10-18,2009-10-18,2009,6,JAX,LAR,Grass,outdoor,"67,264",-9.5
2009-10-18,2009-10-18,2009,6,MIN,BAL,FieldTurf,indoor,64000,-3.0
2009-10-18,2009-10-18,2009,6,NE,TEN,FieldTurf,outdoor,"68,756",-9.0
2009-10-18,2009-10-18,2009,6,NO,NYG,FieldTurf,indoor,"76,468",-3.0
2009-10-18,2009-10-18,2009,6,NYJ,BUF,Grass,outdoor,82500,-9.5
2009-10-18,2009-10-18,2009,6,LVR,PHI,Grass,outdoor,"53,250",14.0
2009-10-18,2009-10-18,2009,6,PIT,CLE,Grass,outdoor,"65,500",-14.0
2009-10-18,2009-10-18,2009,6,SEA,ARI,FieldTurf,outdoor,"67,000",-3.0
2009-10-18,2009-10-18,2009,6,TB,CAR,Grass,outdoor,"65,890",3.0
2009-10-18,2009-10-18,2009,6,WAS,KC,Grass,outdoor,"79,000",-6.5
2009-10-19,2009-10-19,2009,6,LAC,DEN,Grass,outdoor,"71,500",-3.5
2009-10-25,2009-10-25,2009,7,CAR,BUF,Grass,outdoor,"73,778",-7.0
2009-10-25,2009-10-25,2009,7,CIN,CHI,FieldTurf,outdoor,"65,515",2.0
2009-10-25,2009-10-25,2009,7,CLE,GB,Grass,outdoor,"68,000",9.0
2009-10-25,2009-10-25,2009,7,DAL,ATL,FieldTurf,indoor,"80,000",-5.0
2009-10-25,2009-10-25,2009,7,HOU,SF,Grass,indoor,"71,500",-3.0
2009-10-25,2009-10-25,2009,7,KC,LAC,Grass,outdoor,"76,416",5.5
2009-10-25,2009-10-25,2009,7,MIA,NO,Grass,outdoor,65000,6.5
2009-10-25,2009-10-25,2009,7,NYG,ARI,Grass,outdoor,82500,-8.0
2009-10-25,2009-10-25,2009,7,LVR,NYJ,Grass,outdoor,"53,250",6.0
2009-10-25,2009-10-25,2009,7,PIT,MIN,Grass,outdoor,"65,500",-6.0
2009-10-25,2009-10-25,2009,7,LAR,IND,FieldTurf,indoor,67000,14.5
2009-10-26,2009-10-26,2009,7,WAS,PHI,Grass,outdoor,"79,000",9.0
2009-11-01,2009-11-01,2009,8,ARI,CAR,Grass,indoor,"63,400",-10.0
2009-11-01,2009-11-01,2009,8,BAL,DEN,FieldTurf,outdoor,"71,008",-3.5
2009-11-01,2009-11-01,2009,8,BUF,HOU,FieldTurf,outdoor,"73,967",3.5
2009-11-01,2009-11-01,2009,8,CHI,CLE,Grass,outdoor,"61,500",-13.5
2009-11-01,2009-11-01,2009,8,DAL,SEA,FieldTurf,indoor,"80,000",-9.5
2009-11-01,2009-11-01,2009,8,DET,LAR,FieldTurf,indoor,"65,000",-4.0
2009-11-01,2009-11-01,2009,8,GB,MIN,Grass,outdoor,"80,735",-3.0
2009-11-01,2009-11-01,2009,8,IND,SF,FieldTurf,indoor,"63,000",-13.5
2009-11-01,2009-11-01,2009,8,NYJ,MIA,Grass,outdoor,82500,-3.5
2009-11-01,2009-11-01,2009,8,PHI,NYG,Grass,outdoor,"69,176",1.0
2009-11-01,2009-11-01,2009,8,LAC,LVR,Grass,outdoor,"71,500",-16.5
2009-11-01,2009-11-01,2009,8,TEN,JAX,Grass,outdoor,"69,143",-3.0
2009-11-02,2009-11-02,2009,8,NO,ATL,FieldTurf,indoor,"76,468",-12.0
2009-11-08,2009-11-08,2009,9,ATL,WAS,FieldTurf,indoor,"71,250",-9.0
2009-11-08,2009-11-08,2009,9,CHI,ARI,Grass,outdoor,"61,500",-3.0
2009-11-08,2009-11-08,2009,9,CIN,BAL,FieldTurf,outdoor,"65,515",3.0
2009-11-08,2009-11-08,2009,9,IND,HOU,FieldTurf,indoor,"63,000",-8.5
2009-11-08,2009-11-08,2009,9,JAX,KC,Grass,outdoor,"67,264",-7.0
2009-11-08,2009-11-08,2009,9,NE,MIA,FieldTurf,outdoor,"68,756",-10.5
2009-11-08,2009-11-08,2009,9,NO,CAR,FieldTurf,indoor,"76,468",-13.0
2009-11-08,2009-11-08,2009,9,NYG,LAC,Grass,outdoor,82500,-4.5
2009-11-08,2009-11-08,2009,9,PHI,DAL,Grass,outdoor,"69,176",-3.0
2009-11-08,2009-11-08,2009,9,SF,TEN,Grass,outdoor,70000,-4.0
2009-11-08,2009-11-08,2009,9,SEA,DET,FieldTurf,outdoor,"67,000",-10.0
2009-11-08,2009-11-08,2009,9,TB,GB,Grass,outdoor,"65,890",9.5
2009-11-09,2009-11-09,2009,9,DEN,PIT,Grass,outdoor,"76,125",3.0
2009-11-12,2009-11-12,2009,10,SF,CHI,Grass,outdoor,70000,-3.0
2009-11-15,2009-11-15,2009,10,ARI,SEA,Grass,indoor,"63,400",-8.5
2009-11-15,2009-11-15,2009,10,CAR,ATL,Grass,outdoor,"73,778",1.0
2009-11-15,2009-11-15,2009,10,GB,DAL,Grass,outdoor,"80,735",3.0
2009-11-15,2009-11-15,2009,10,IND,NE,FieldTurf,indoor,"63,000",-1.5
2009-11-15,2009-11-15,2009,10,MIA,TB,Grass,outdoor,65000,-10.0
2009-11-15,2009-11-15,2009,10,MIN,DET,FieldTurf,indoor,64000,-17.0
2009-11-15,2009-11-15,2009,10,NYJ,JAX,Grass,outdoor,82500,-6.5
2009-11-15,2009-11-15,2009,10,LVR,KC,Grass,outdoor,"53,250",-2.5
2009-11-15,2009-11-15,2009,10,PIT,CIN,Grass,outdoor,"65,500",-6.5
2009-11-15,2009-11-15,2009,10,LAC,PHI,Grass,outdoor,"71,500",-1.5
2009-11-15,2009-11-15,2009,10,LAR,NO,FieldTurf,indoor,67000,14.5
2009-11-15,2009-11-15,2009,10,TEN,BUF,Grass,outdoor,"69,143",-7.5
2009-11-15,2009-11-15,2009,10,WAS,DEN,Grass,outdoor,"79,000",3.5
2009-11-16,2009-11-16,2009,10,CLE,BAL,Grass,outdoor,"68,000",11.0
2009-11-19,2009-11-19,2009,11,CAR,MIA,Grass,outdoor,"73,778",-3.5
2009-11-22,2009-11-22,2009,11,BAL,IND,FieldTurf,outdoor,"71,008",1.5
2009-11-22,2009-11-22,2009,11,CHI,PHI,Grass,outdoor,"61,500",3.5
2009-11-22,2009-11-22,2009,11,DAL,WAS,FieldTurf,indoor,"80,000",-10.5
2009-11-22,2009-11-22,2009,11,DEN,LAC,Grass,outdoor,"76,125",6.0
2009-11-22,2009-11-22,2009,11,DET,CLE,FieldTurf,indoor,"65,000",-3.0
2009-11-22,2009-11-22,2009,11,GB,SF,Grass,outdoor,"80,735",-6.0
2009-11-22,2009-11-22,2009,11,JAX,BUF,Grass,outdoor,"67,264",-8.5
2009-11-22,2009-11-22,2009,11,KC,PIT,Grass,outdoor,"76,416",11.5
2009-11-22,2009-11-22,2009,11,MIN,SEA,FieldTurf,indoor,64000,-11.0
2009-11-22,2009-11-22,2009,11,NE,NYJ,FieldTurf,outdoor,"68,756",-11.0
2009-11-22,2009-11-22,2009,11,NYG,ATL,Grass,outdoor,82500,-7.0
2009-11-22,2009-11-22,2009,11,LVR,CIN,Grass,outdoor,"53,250",8.5
2009-11-22,2009-11-22,2009,11,LAR,ARI,FieldTurf,indoor,67000,9.0
2009-11-22,2009-11-22,2009,11,TB,NO,Grass,outdoor,"65,890",10.5
2009-11-23,2009-11-23,2009,11,HOU,TEN,Grass,indoor,"71,500",-3.5
2009-11-26,2009-11-26,2009,12,DAL,LVR,FieldTurf,indoor,"80,000",-13.5
2009-11-26,2009-11-26,2009,12,DEN,NYG,Grass,outdoor,"76,125",4.5
2009-11-26,2009-11-26,2009,12,DET,GB,FieldTurf,indoor,"65,000",11.5
2009-11-29,2009-11-29,2009,12,ATL,TB,FieldTurf,indoor,"71,250",-12.5
2009-11-29,2009-11-29,2009,12,BAL,PIT,FieldTurf,outdoor,"71,008",-8.0
2009-11-29,2009-11-29,2009,12,BUF,MIA,FieldTurf,outdoor,"73,967",3.5
2009-11-29,2009-11-29,2009,12,CIN,CLE,FieldTurf,outdoor,"65,515",-12.0
2009-11-29,2009-11-29,2009,12,HOU,IND,Grass,indoor,"71,500",3.0
2009-11-29,2009-11-29,2009,12,MIN,CHI,FieldTurf,indoor,64000,-10.0
2009-11-29,2009-11-29,2009,12,NYJ,CAR,Grass,outdoor,82500,-3.5
2009-11-29,2009-11-29,2009,12,PHI,WAS,Grass,outdoor,"69,176",-10.0
2009-11-29,2009-11-29,2009,12,LAC,KC,Grass,outdoor,"71,500",-13.5
2009-11-29,2009-11-29,2009,12,SF,JAX,Grass,outdoor,70000,-3.0
2009-11-29,2009-11-29,2009,12,LAR,SEA,FieldTurf,indoor,67000,3.5
2009-11-29,2009-11-29,2009,12,TEN,ARI,Grass,outdoor,"69,143",-2.0
2009-11-30,2009-11-30,2009,12,NO,NE,FieldTurf,indoor,"76,468",-1.5
2009-12-06,2009-12-06,2009,13,ARI,MIN,Grass,indoor,"63,400",3.0
2009-12-06,2009-12-06,2009,13,ATL,PHI,FieldTurf,indoor,"71,250",4.0
2009-12-06,2009-12-06,2009,13,CAR,TB,Grass,outdoor,"73,778",-3.5
2009-12-06,2009-12-06,2009,13,CHI,LAR,Grass,outdoor,"61,500",-9.0
2009-12-06,2009-12-06,2009,13,CIN,DET,FieldTurf,outdoor,"65,515",-13.5
2009-12-06,2009-12-06,2009,13,CLE,LAC,Grass,outdoor,"68,000",13.5
2009-12-06,2009-12-06,2009,13,IND,TEN,FieldTurf,indoor,"63,000",-6.0
2009-12-06,2009-12-06,2009,13,JAX,HOU,Grass,outdoor,"67,264",1.5
2009-12-06,2009-12-06,2009,13,KC,DEN,Grass,outdoor,"76,416",6.0
2009-12-06,2009-12-06,2009,13,MIA,NE,Grass,outdoor,65000,5.0
2009-12-06,2009-12-06,2009,13,NYG,DAL,Grass,outdoor,82500,1.5
2009-12-06,2009-12-06,2009,13,PIT,LVR,Grass,outdoor,"65,500",-15.0
2009-12-06,2009-12-06,2009,13,SEA,SF,FieldTurf,outdoor,"67,000",1.0
2009-12-06,2009-12-06,2009,13,WAS,NO,Grass,outdoor,"79,000",8.0
2009-12-07,2009-12-07,2009,13,GB,BAL,Grass,outdoor,"80,735",-4.0
2009-12-10,2009-12-10,2009,14,CLE,PIT,Grass,outdoor,"68,000",10.0
2009-12-13,2009-12-13,2009,14,ATL,NO,FieldTurf,indoor,"71,250",10.0
2009-12-13,2009-12-13,2009,14,BAL,DET,FieldTurf,outdoor,"71,008",-14.0
2009-12-13,2009-12-13,2009,14,CHI,GB,Grass,outdoor,"61,500",4.0
2009-12-13,2009-12-13,2009,14,DAL,LAC,FieldTurf,indoor,"80,000",-3.5
2009-12-13,2009-12-13,2009,14,HOU,SEA,Grass,indoor,"71,500",-7.0
2009-12-13,2009-12-13,2009,14,IND,DEN,FieldTurf,indoor,"63,000",-6.5
2009-12-13,2009-12-13,2009,14,JAX,MIA,Grass,outdoor,"67,264",-2.0
2009-12-13,2009-12-13,2009,14,KC,BUF,Grass,outdoor,"76,416",2.5
2009-12-13,2009-12-13,2009,14,MIN,CIN,FieldTurf,indoor,64000,-6.0
2009-12-13,2009-12-13,2009,14,NE,CAR,FieldTurf,outdoor,"68,756",-12.5
2009-12-13,2009-12-13,2009,14,NYG,PHI,Grass,outdoor,82500,1.0
2009-12-13,2009-12-13,2009,14,LVR,WAS,Grass,outdoor,"53,250",2.5
2009-12-13,2009-12-13,2009,14,TB,NYJ,Grass,outdoor,"65,890",3.5
2009-12-13,2009-12-13,2009,14,TEN,LAR,Grass,outdoor,"69,143",-14.0
2009-12-14,2009-12-14,2009,14,SF,ARI,Grass,outdoor,70000,4.0
2009-12-17,2009-12-17,2009,15,JAX,IND,Grass,outdoor,"67,264",3.0
2009-12-19,2009-12-19,2009,15,NO,DAL,FieldTurf,indoor,"76,468",-7.5
2009-12-20,2009-12-20,2009,15,BAL,CHI,FieldTurf,outdoor,"71,008",-11.0
2009-12-20,2009-12-20,2009,15,BUF,NE,FieldTurf,outdoor,"73,967",7.0
2009-12-20,2009-12-20,2009,15,CAR,MIN,Grass,outdoor,"73,778",9.0
2009-12-20,2009-12-20,2009,15,DEN,LVR,Grass,outdoor,"76,125",-14.0
2009-12-20,2009-12-20,2009,15,DET,ARI,FieldTurf,indoor,"65,000",14.0
2009-12-20,2009-12-20,2009,15,KC,CLE,Grass,outdoor,"76,416",-3.0
2009-12-20,2009-12-20,2009,15,NYJ,ATL,Grass,outdoor,82500,-7.0
2009-12-20,2009-12-20,2009,15,PHI,SF,Grass,outdoor,"69,176",-7.5
2009-12-20,2009-12-20,2009,15,PIT,GB,Grass,outdoor,"65,500",-2.5
2009-12-20,2009-12-20,2009,15,LAC,CIN,Grass,outdoor,"71,500",-7.0
2009-12-20,2009-12-20,2009,15,SEA,TB,FieldTurf,outdoor,"67,000",-6.5
2009-12-20,2009-12-20,2009,15,LAR,HOU,FieldTurf,indoor,67000,14.0
2009-12-20,2009-12-20,2009,15,TEN,MIA,Grass,outdoor,"69,143",-4.5
2009-12-21,2009-12-21,2009,15,WAS,NYG,Grass,outdoor,"79,000",3.0
2009-12-25,2009-12-25,2009,16,TEN,LAC,Grass,outdoor,"69,143",-2.0
2009-12-27,2009-12-27,2009,16,ARI,LAR,Grass,indoor,"63,400",-16.0
2009-12-27,2009-12-27,2009,16,ATL,BUF,FieldTurf,indoor,"71,250",-8.0
2009-12-27,2009-12-27,2009,16,CIN,KC,FieldTurf,outdoor,"65,515",-13.0
2009-12-27,2009-12-27,2009,16,CLE,LVR,Grass,outdoor,"68,000",-3.0
2009-12-27,2009-12-27,2009,16,GB,SEA,Grass,outdoor,"80,735",-13.5
2009-12-27,2009-12-27,2009,16,IND,NYJ,FieldTurf,indoor,"63,000",-3.0
2009-12-27,2009-12-27,2009,16,MIA,HOU,Grass,outdoor,65000,-2.0
2009-12-27,2009-12-27,2009,16,NE,JAX,FieldTurf,outdoor,"68,756",-9.0
2009-12-27,2009-12-27,2009,16,NO,TB,FieldTurf,indoor,"76,468",-14.0
2009-12-27,2009-12-27,2009,16,NYG,CAR,Grass,outdoor,82500,-8.5
2009-12-27,2009-12-27,2009,16,PHI,DEN,Grass,outdoor,"69,176",-7.0
2009-12-27,2009-12-27,2009,16,PIT,BAL,Grass,outdoor,"65,500",-3.0
2009-12-27,2009-12-27,2009,16,SF,DET,Grass,outdoor,70000,-14.0
2009-12-27,2009-12-27,2009,16,WAS,DAL,Grass,outdoor,"79,000",7.0
2009-12-28,2009-12-28,2009,16,CHI,MIN,Grass,outdoor,"61,500",8.5
2010-01-03,2010-01-03,2009,17,ARI,GB,Grass,indoor,"63,400",-3.0
2010-01-03,2010-01-03,2009,17,BUF,IND,FieldTurf,outdoor,"73,967",-8.0
2010-01-03,2010-01-03,2009,17,CAR,NO,Grass,outdoor,"73,778",-10.0
2010-01-03,2010-01-03,2009,17,CLE,JAX,Grass,outdoor,"68,000",-2.0
2010-01-03,2010-01-03,2009,17,DAL,PHI,FieldTurf,indoor,"80,000",-3.0
2010-01-03,2010-01-03,2009,17,DEN,KC,Grass,outdoor,"76,125",-10.0
2010-01-03,2010-01-03,2009,17,DET,CHI,FieldTurf,indoor,"65,000",4.5
2010-01-03,2010-01-03,2009,17,HOU,NE,Grass,indoor,"71,500",-7.5
2010-01-03,2010-01-03,2009,17,MIA,PIT,Grass,outdoor,65000,3.0
2010-01-03,2010-01-03,2009,17,MIN,NYG,FieldTurf,indoor,64000,-8.0
2010-01-03,2010-01-03,2009,17,NYJ,CIN,Grass,outdoor,82500,-10.0
2010-01-03,2010-01-03,2009,17,LVR,BAL,Grass,outdoor,"53,250",10.0
2010-01-03,2010-01-03,2009,17,LAC,WAS,Grass,outdoor,"71,500",-3.0
2010-01-03,2010-01-03,2009,17,SEA,TEN,FieldTurf,outdoor,"67,000",6.0
2010-01-03,2010-01-03,2009,17,LAR,SF,FieldTurf,indoor,67000,7.0
2010-01-03,2010-01-03,2009,17,TB,ATL,Grass,outdoor,"65,890",3.0
2010-09-09,2010-09-09,2010,1,NO,MIN,FieldTurf,indoor,"76,468",-5.0
2010-09-12,2010-09-12,2010,1,BUF,MIA,FieldTurf,outdoor,"73,967",3.0
2010-09-12,2010-09-12,2010,1,CHI,DET,Grass,outdoor,"61,500",-6.5
2010-09-12,2010-09-12,2010,1,HOU,IND,Grass,indoor,"71,500",1.0
2010-09-12,2010-09-12,2010,1,JAX,DEN,Grass,outdoor,"67,264",-3.0
2010-09-12,2010-09-12,2010,1,NE,CIN,FieldTurf,outdoor,"68,756",-5.5
2010-09-12,2010-09-12,2010,1,NYG,CAR,FieldTurf,outdoor,"82,500",-6.0
2010-09-12,2010-09-12,2010,1,PHI,GB,Grass,outdoor,"69,176",3.0
2010-09-12,2010-09-12,2010,1,PIT,ATL,Grass,outdoor,"65,500",1.5
2010-09-12,2010-09-12,2010,1,SEA,SF,FieldTurf,outdoor,"67,000",3.0
2010-09-12,2010-09-12,2010,1,LAR,ARI,FieldTurf,indoor,67000,3.0
2010-09-12,2010-09-12,2010,1,TB,CLE,Grass,outdoor,"65,890",-2.5
2010-09-12,2010-09-12,2010,1,TEN,LVR,Grass,outdoor,"69,143",-6.5
2010-09-12,2010-09-12,2010,1,WAS,DAL,Grass,outdoor,"79,000",3.0
2010-09-13,2010-09-13,2010,1,KC,LAC,Grass,outdoor,"76,416",4.0
2010-09-13,2010-09-13,2010,1,NYJ,BAL,FieldTurf,outdoor,"82,500",-1.0
2010-09-19,2010-09-19,2010,2,ATL,ARI,FieldTurf,indoor,"71,250",-7.0
2010-09-19,2010-09-19,2010,2,CAR,TB,Grass,outdoor,"73,778",-4.0
2010-09-19,2010-09-19,2010,2,CIN,BAL,FieldTurf,outdoor,"65,515",3.0
2010-09-19,2010-09-19,2010,2,CLE,KC,Grass,outdoor,"68,000",-3.0
2010-09-19,2010-09-19,2010,2,DAL,CHI,FieldTurf,indoor,"80,000",-7.0
2010-09-19,2010-09-19,2010,2,DEN,SEA,Grass,outdoor,"76,125",-3.5
2010-09-19,2010-09-19,2010,2,DET,PHI,FieldTurf,indoor,"65,000",6.5
2010-09-19,2010-09-19,2010,2,GB,BUF,Grass,outdoor,"80,735",-13.0
2010-09-19,2010-09-19,2010,2,IND,NYG,FieldTurf,indoor,"63,000",-4.0
2010-09-19,2010-09-19,2010,2,MIN,MIA,FieldTurf,indoor,64000,-6.0
2010-09-19,2010-09-19,2010,2,NYJ,NE,FieldTurf,outdoor,"82,500",3.0
2010-09-19,2010-09-19,2010,2,LVR,LAR,Grass,outdoor,"53,250",-3.0
2010-09-19,2010-09-19,2010,2,LAC,JAX,Grass,outdoor,"71,500",-7.0
2010-09-19,2010-09-19,2010,2,TEN,PIT,Grass,outdoor,"69,143",-6.0
2010-09-19,2010-09-19,2010,2,WAS,HOU,Grass,outdoor,"79,000",3.0
2010-09-20,2010-09-20,2010,2,SF,NO,Grass,outdoor,70000,5.0
2010-09-26,2010-09-26,2010,3,ARI,LVR,Grass,indoor,"63,400",-5.5
2010-09-26,2010-09-26,2010,3,BAL,CLE,FieldTurf,outdoor,"71,008",-12.5
2010-09-26,2010-09-26,2010,3,CAR,CIN,Grass,outdoor,"73,778",3.5
2010-09-26,2010-09-26,2010,3,DEN,IND,Grass,outdoor,"76,125",6.0
2010-09-26,2010-09-26,2010,3,HOU,DAL,Grass,indoor,"71,500",-2.5
2010-09-26,2010-09-26,2010,3,JAX,PHI,Grass,outdoor,"67,264",3.0
2010-09-26,2010-09-26,2010,3,KC,SF,Grass,outdoor,"76,416",3.0
2010-09-26,2010-09-26,2010,3,MIA,NYJ,Grass,outdoor,65000,-2.5
2010-09-26,2010-09-26,2010,3,MIN,DET,FieldTurf,indoor,64000,-13.0
2010-09-26,2010-09-26,2010,3,NE,BUF,FieldTurf,outdoor,"68,756",-14.5
2010-09-26,2010-09-26,2010,3,NO,ATL,FieldTurf,indoor,"76,468",-3.0
2010-09-26,2010-09-26,2010,3,NYG,TEN,FieldTurf,outdoor,"82,500",-3.0
2010-09-26,2010-09-26,2010,3,SEA,LAC,FieldTurf,outdoor,"67,000",4.0
2010-09-26,2010-09-26,2010,3,LAR,WAS,FieldTurf,indoor,67000,5.0
2010-09-26,2010-09-26,2010,3,TB,PIT,Grass,outdoor,"65,890",3.0
2010-09-27,2010-09-27,2010,3,CHI,GB,Grass,outdoor,"61,500",3.0
2010-10-03,2010-10-03,2010,4,ATL,SF,FieldTurf,indoor,"71,250",-7.0
2010-10-03,2010-10-03,2010,4,BUF,NYJ,FieldTurf,outdoor,"73,967",6.0
2010-10-03,2010-10-03,2010,4,CLE,CIN,Grass,outdoor,"68,000",2.5
2010-10-03,2010-10-03,2010,4,GB,DET,Grass,outdoor,"80,735",-14.5
2010-10-03,2010-10-03,2010,4,JAX,IND,Grass,outdoor,"67,264",7.0
2010-10-03,2010-10-03,2010,4,NO,CAR,FieldTurf,indoor,"76,468",-12.5
2010-10-03,2010-10-03,2010,4,NYG,CHI,FieldTurf,outdoor,"82,500",-3.5
2010-10-03,2010-10-03,2010,4,LVR,HOU,Grass,outdoor,"53,250",3.5
2010-10-03,2010-10-03,2010,4,PHI,WAS,Grass,outdoor,"69,176",-5.0
2010-10-03,2010-10-03,2010,4,PIT,BAL,Grass,outdoor,"65,500",-2.5
2010-10-03,2010-10-03,2010,4,LAC,ARI,Grass,outdoor,"71,500",-9.5
2010-10-03,2010-10-03,2010,4,LAR,SEA,FieldTurf,indoor,67000,2.0
2010-10-03,2010-10-03,2010,4,TEN,DEN,Grass,outdoor,"69,143",-6.5
2010-10-04,2010-10-04,2010,4,MIA,NE,Grass,outdoor,65000,1.0
2010-10-10,2010-10-10,2010,5,ARI,NO,Grass,indoor,"63,400",7.0
2010-10-10,2010-10-10,2010,5,BAL,DEN,FieldTurf,outdoor,"71,008",-8.0
2010-10-10,2010-10-10,2010,5,BUF,JAX,FieldTurf,outdoor,"73,967",-2.5
2010-10-10,2010-10-10,2010,5,CAR,CHI,Grass,outdoor,"73,778",-3.0
2010-10-10,2010-10-10,2010,5,CIN,TB,FieldTurf,outdoor,"65,515",-7.0
2010-10-10,2010-10-10,2010,5,CLE,ATL,Grass,outdoor,"68,000",3.0
2010-10-10,2010-10-10,2010,5,DAL,TEN,FieldTurf,indoor,"80,000",-7.0
2010-10-10,2010-10-10,2010,5,DET,LAR,FieldTurf,indoor,"65,000",-3.0
2010-10-10,2010-10-10,2010,5,HOU,NYG,Grass,indoor,"71,500",-3.0
2010-10-10,2010-10-10,2010,5,IND,KC,FieldTurf,indoor,"63,000",-7.5
2010-10-10,2010-10-10,2010,5,LVR,LAC,Grass,outdoor,"53,250",7.0
2010-10-10,2010-10-10,2010,5,SF,PHI,Grass,outdoor,70000,-3.0
2010-10-10,2010-10-10,2010,5,WAS,GB,Grass,outdoor,"79,000",3.0
2010-10-11,2010-10-11,2010,5,NYJ,MIN,FieldTurf,outdoor,"82,500",-4.5
2010-10-17,2010-10-17,2010,6,CHI,SEA,Grass,outdoor,"61,500",-6.0
2010-10-17,2010-10-17,2010,6,DEN,NYJ,Grass,outdoor,"76,125",3.5
2010-10-17,2010-10-17,2010,6,GB,MIA,Grass,outdoor,"80,735",-3.0
2010-10-17,2010-10-17,2010,6,HOU,KC,Grass,indoor,"71,500",-4.5
2010-10-17,2010-10-17,2010,6,MIN,DAL,FieldTurf,indoor,64000,-1.5
2010-10-17,2010-10-17,2010,6,NE,BAL,FieldTurf,outdoor,"68,756",-3.0
2010-10-17,2010-10-17,2010,6,NYG,DET,FieldTurf,outdoor,"82,500",-10.0
2010-10-17,2010-10-17,2010,6,PHI,ATL,Grass,outdoor,"69,176",-1.5
2010-10-17,2010-10-17,2010,6,PIT,CLE,Grass,outdoor,"65,500",-14.0
2010-10-17,2010-10-17,2010,6,SF,LVR,Grass,outdoor,70000,-7.0
2010-10-17,2010-10-17,2010,6,LAR,LAC,FieldTurf,indoor,67000,8.5
2010-10-17,2010-10-17,2010,6,TB,NO,Grass,outdoor,"65,890",5.5
2010-10-17,2010-10-17,2010,6,WAS,IND,Grass,outdoor,"79,000",3.0
2010-10-18,2010-10-18,2010,6,JAX,TEN,Grass,outdoor,"67,264",3.0
2010-10-24,2010-10-24,2010,7,ATL,CIN,FieldTurf,indoor,"71,250",-3.5
2010-10-24,2010-10-24,2010,7,BAL,BUF,FieldTurf,outdoor,"71,008",-12.5
2010-10-24,2010-10-24,2010,7,CAR,SF,Grass,outdoor,"73,778",2.5
2010-10-24,2010-10-24,2010,7,CHI,WAS,Grass,outdoor,"61,500",-3.0
2010-10-24,2010-10-24,2010,7,DEN,LVR,Grass,outdoor,"76,125",-7.0
